# x	Analytical	Spline
2.231500	-0.862252	-0.860132
2.233000	-0.861472	-0.859241
2.234500	-0.860688	-0.858344
2.236000	-0.859900	-0.857441
2.237500	-0.859106	-0.856533
2.239000	-0.858308	-0.855619
2.240500	-0.857505	-0.854700
2.242000	-0.856697	-0.853776
2.243500	-0.855885	-0.852846
2.245000	-0.855067	-0.851911
2.246500	-0.854245	-0.850971
2.248000	-0.853418	-0.850026
2.249500	-0.852587	-0.849076
2.251000	-0.851750	-0.848120
2.252500	-0.850909	-0.847160
2.254000	-0.850064	-0.846194
2.255500	-0.849213	-0.845224
2.257000	-0.848358	-0.844248
2.258500	-0.847498	-0.843268
2.260000	-0.846633	-0.842283
2.261500	-0.845764	-0.841293
2.263000	-0.844890	-0.840298
2.264500	-0.844011	-0.839299
2.266000	-0.843128	-0.838295
2.267500	-0.842240	-0.837286
2.269000	-0.841347	-0.836273
2.270500	-0.840450	-0.835255
2.272000	-0.839548	-0.834233
2.273500	-0.838641	-0.833206
2.275000	-0.837729	-0.832175
2.276500	-0.836813	-0.831140
2.278000	-0.835892	-0.830100
2.279500	-0.834967	-0.829056
2.281000	-0.834037	-0.828007
2.282500	-0.833102	-0.826955
2.284000	-0.832163	-0.825898
2.285500	-0.831219	-0.824837
2.287000	-0.830271	-0.823772
2.288500	-0.829317	-0.822703
2.290000	-0.828360	-0.821630
2.291500	-0.827397	-0.820554
2.293000	-0.826430	-0.819473
2.294500	-0.825459	-0.818388
2.296000	-0.824483	-0.817300
2.297500	-0.823502	-0.816207
2.299000	-0.822517	-0.815111
2.300500	-0.821527	-0.814012
2.302000	-0.820532	-0.812908
2.303500	-0.819533	-0.811801
2.305000	-0.818530	-0.810691
2.306500	-0.817522	-0.809577
2.308000	-0.816509	-0.808459
2.309500	-0.815492	-0.807338
2.311000	-0.814470	-0.806214
2.312500	-0.813444	-0.805086
2.314000	-0.812413	-0.803955
2.315500	-0.811378	-0.802821
2.317000	-0.810338	-0.801683
2.318500	-0.809294	-0.800542
2.320000	-0.808245	-0.799398
2.321500	-0.807192	-0.798251
2.323000	-0.806134	-0.797101
2.324500	-0.805072	-0.795948
2.326000	-0.804005	-0.794792
2.327500	-0.802934	-0.793633
2.329000	-0.801859	-0.792471
2.330500	-0.800779	-0.791306
2.332000	-0.799694	-0.790138
2.333500	-0.798605	-0.788968
2.335000	-0.797512	-0.787795
2.336500	-0.796414	-0.786619
2.338000	-0.795312	-0.785441
2.339500	-0.794205	-0.784259
2.341000	-0.793094	-0.783076
2.342500	-0.791978	-0.781890
2.344000	-0.790858	-0.780701
2.345500	-0.789734	-0.779510
2.347000	-0.788605	-0.778317
2.348500	-0.787472	-0.777121
2.350000	-0.786335	-0.775923
2.351500	-0.785193	-0.774722
2.353000	-0.784047	-0.773520
2.354500	-0.782896	-0.772315
2.356000	-0.781742	-0.771108
2.357500	-0.780582	-0.769899
2.359000	-0.779419	-0.768688
2.360500	-0.778251	-0.767475
2.362000	-0.777079	-0.766260
2.363500	-0.775902	-0.765043
2.365000	-0.774721	-0.763824
2.366500	-0.773536	-0.762603
2.368000	-0.772347	-0.761381
2.369500	-0.771153	-0.760156
2.371000	-0.769955	-0.758930
2.372500	-0.768753	-0.757703
2.374000	-0.767546	-0.756473
2.375500	-0.766335	-0.755243
2.377000	-0.765120	-0.754010
2.378500	-0.763901	-0.752776
2.380000	-0.762677	-0.751541
2.381500	-0.761450	-0.750304
2.383000	-0.760218	-0.749066
2.384500	-0.758981	-0.747826
2.386000	-0.757741	-0.746585
2.387500	-0.756496	-0.745343
2.389000	-0.755247	-0.744100
2.390500	-0.753994	-0.742855
2.392000	-0.752737	-0.741609
2.393500	-0.751475	-0.740363
2.395000	-0.750210	-0.739115
2.396500	-0.748940	-0.737866
2.398000	-0.747666	-0.736616
2.399500	-0.746388	-0.735366
2.401000	-0.745105	-0.734114
2.402500	-0.743819	-0.732862
2.404000	-0.742528	-0.731609
2.405500	-0.741234	-0.730355
2.407000	-0.739935	-0.729100
2.408500	-0.738632	-0.727845
2.410000	-0.737325	-0.726589
2.411500	-0.736014	-0.725332
2.413000	-0.734699	-0.724075
2.414500	-0.733380	-0.722818
2.416000	-0.732056	-0.721560
2.417500	-0.730729	-0.720301
2.419000	-0.729397	-0.719042
2.420500	-0.728062	-0.717783
2.422000	-0.726722	-0.716524
2.423500	-0.725379	-0.715264
2.425000	-0.724031	-0.714004
2.426500	-0.722679	-0.712744
2.428000	-0.721324	-0.711484
2.429500	-0.719964	-0.710224
2.431000	-0.718600	-0.708964
2.432500	-0.717232	-0.707704
2.434000	-0.715861	-0.706443
2.435500	-0.714485	-0.705183
2.437000	-0.713106	-0.703923
2.438500	-0.711722	-0.702663
2.440000	-0.710334	-0.701404
2.441500	-0.708943	-0.700145
2.443000	-0.707548	-0.698885
2.444500	-0.706148	-0.697627
2.446000	-0.704745	-0.696369
2.447500	-0.703338	-0.695111
2.449000	-0.701927	-0.693853
2.450500	-0.700512	-0.692596
2.452000	-0.699093	-0.691340
2.453500	-0.697670	-0.690084
2.455000	-0.696243	-0.688829
2.456500	-0.694813	-0.687575
2.458000	-0.693378	-0.686321
2.459500	-0.691940	-0.685068
2.461000	-0.690498	-0.683816
2.462500	-0.689052	-0.682565
2.464000	-0.687602	-0.681314
2.465500	-0.686149	-0.680065
2.467000	-0.684692	-0.678816
2.468500	-0.683230	-0.677569
2.470000	-0.681765	-0.676322
2.471500	-0.680297	-0.675077
2.473000	-0.678824	-0.673833
2.474500	-0.677348	-0.672590
2.476000	-0.675868	-0.671348
2.477500	-0.674384	-0.670108
2.479000	-0.672896	-0.668869
2.480500	-0.671405	-0.667631
2.482000	-0.669910	-0.666394
2.483500	-0.668411	-0.665159
2.485000	-0.666909	-0.663926
2.486500	-0.665403	-0.662694
2.488000	-0.663893	-0.661463
2.489500	-0.662379	-0.660235
2.491000	-0.660862	-0.659007
2.492500	-0.659341	-0.657782
2.494000	-0.657816	-0.656558
2.495500	-0.656288	-0.655336
2.497000	-0.654756	-0.654116
2.498500	-0.653221	-0.652898
2.500000	-0.651681	-0.651681
